view_id_placeholder,user_guid_fk,stream_guid_fk,viewed_at,duration_ms,percentage_watched
1,usr-463f5ed7,strm-75bc8e40,2023-12-17,2988472,0.5236463894788257
1,usr-01e6cbba,strm-94a93a69,2023-12-31,1035888,0.43556920597578846
1,usr-70c09b42,strm-af5c885d,2023-12-19,256936,0.14615869735756926
1,usr-3d63c90c,strm-c6f4d134,2024-01-05,693609,0.9248654877176421
1,usr-5031f8f9,strm-028126d5,2023-12-04,371832,0.1503973258226276
1,usr-61132021,strm-00d9bd0e,2023-08-31,873737,0.4862263415363373
1,usr-1baaeacf,strm-138026b5,2023-12-23,1488975,0.7362152407816107
1,usr-3789691f,strm-0bf38f86,2023-09-05,3563004,0.21599268971881674
1,usr-680aa584,strm-1115a286,2024-01-01,2318960,0.5936773229331659
1,usr-b151114e,strm-d2758dc0,2023-09-22,2626288,0.8031804992592074
1,usr-9c72a61f,strm-b0dffebd,2024-01-12,233806,0.9037529177126806
1,usr-3c352d4a,strm-ed0907d2,2023-09-11,1836497,0.5017700644324993
1,usr-c5a308ed,strm-1720bc3e,2023-11-29,2318454,0.7941412989422784
1,usr-512d2cb2,strm-b80dd73b,2023-12-31,3523257,0.6374606649133898
1,usr-98ce3dfa,strm-712b6377,2023-09-10,2829298,0.40516821615757337
1,usr-efb688ff,strm-618f8164,2023-09-27,1909186,0.3336194097168079
1,usr-fffbf315,strm-16e4ace8,2023-11-25,3523692,0.6295791571084434
1,usr-9ee9797d,strm-d123e77c,2024-01-12,1908526,0.3259857563760968
1,usr-e38ad911,strm-913fa8a1,2024-01-23,977384,0.15785852325023678
1,usr-bbeaebb9,strm-0d5f9217,2023-11-19,1865147,0.39025764617565784
1,usr-7779e4d2,strm-96cdbd29,2023-12-28,1823773,0.6737778729459962
1,usr-5126e2a2,strm-71a75513,2023-09-13,585796,0.4292305521499791
1,usr-035c84bc,strm-71d2a73b,2024-01-30,3374620,0.8563069155883885
1,usr-671a3c2c,strm-16104421,2023-12-26,814825,0.05106211574671428
1,usr-d696626f,strm-5c7b9f68,2023-09-23,188192,0.153004788198273
1,usr-3ab862f4,strm-7090f760,2023-10-03,1719844,0.5982772140887153
1,usr-f5fd3371,strm-0512379e,2023-11-05,1670900,0.693795601025453
1,usr-d2975aab,strm-7f99cd9b,2023-12-27,1946655,0.8535578511552894
1,usr-0a1ed326,strm-9645ca0f,2023-11-13,2816240,0.9402499551952962
1,usr-e8a91a47,strm-5249ab60,2023-11-09,432143,0.17789018799539774
1,usr-e0347164,strm-b68f89b0,2023-11-07,2579486,0.8750391538727811
1,usr-3e625a7c,strm-c3459468,2024-01-28,2561024,0.8157733740654076
1,usr-7da859d3,strm-0c16d870,2023-10-31,2232861,0.4046950008525611
1,usr-7a56117b,strm-2393a2fc,2023-08-27,3536136,0.6390936444281503
1,usr-7b4bb4bc,strm-c0422a63,2023-12-27,1283816,0.6962339099019944
1,usr-cd636afa,strm-b5bbca89,2023-10-17,353262,0.6371931117911724
1,usr-eb148047,strm-4ca1eb94,2024-01-02,3477737,0.45370581282546807
1,usr-82ddf0af,strm-cdfde505,2024-01-11,556470,0.3789170281355505
1,usr-a5153815,strm-a9c75173,2023-11-26,841112,0.5117873511993681
1,usr-8f940196,strm-882ce3f5,2023-09-04,3007739,0.41416421690711547
1,usr-bddf60e6,strm-222c6ffd,2023-11-27,1307517,0.9806418630094298
1,usr-6c218f42,strm-e3b019d0,2023-08-14,1422531,0.6545298963731754
1,usr-cddb9eb8,strm-fc4460f9,2023-12-07,1960163,0.9295496386700175
1,usr-86c2b66b,strm-d6ceb659,2023-08-12,2827536,0.5194090032379433
1,usr-8c46fb91,strm-1be1e7b0,2023-08-13,1461242,0.8827957731714489
1,usr-4535bf6e,strm-1d2e2249,2023-08-16,1269549,0.6030406857283854
1,usr-30081e8e,strm-607d5e14,2023-09-26,3499457,0.9418417879939612
1,usr-ca463301,strm-0e633d7d,2023-10-02,2947826,0.17376991164559652
1,usr-f5ef4dc4,strm-62d6c9f0,2023-10-01,1839506,0.30224428532951036
1,usr-eb444eae,strm-c92003c0,2023-11-03,1287819,0.9906539168493534
1,usr-33efebeb,strm-1a0e9ac5,2024-01-03,1603638,0.4860991558775873
1,usr-efb688ff,strm-f4dcb7a3,2024-01-17,158756,0.9850130480058629
1,usr-bb5c648c,strm-de78fcd5,2024-01-22,2006897,0.9446008981093064
1,usr-918ce155,strm-526185b7,2023-11-29,176183,0.2506721240057272
1,usr-881561f2,strm-1643ba28,2024-01-28,2193451,0.845207930269369
1,usr-32807830,strm-8dc6cd0b,2023-12-05,2016146,0.8096672065008724
1,usr-8ccd0a83,strm-1d2e2249,2023-11-11,3175579,0.37957583567981595
1,usr-085637fb,strm-f9de0c21,2024-01-19,2130428,0.14763832136045224
1,usr-9580d0e0,strm-5c301abd,2023-08-22,191708,0.6412796974343349
1,usr-3aab52ef,strm-68762740,2023-11-04,120124,0.6172661952751548
1,usr-9fb272d0,strm-569f1edd,2023-11-30,800917,0.07190754840499397
1,usr-479baf6a,strm-f1fe5d11,2023-12-08,692621,0.5546400132906354
1,usr-21efc034,strm-e78f89a3,2023-08-25,1195612,0.16615244490216705
1,usr-6534dcf1,strm-0b62ae8b,2023-08-10,2765093,0.404020413942046
1,usr-27000a63,strm-9ae9084b,2023-09-13,1961133,0.39962839044583615
1,usr-f3055a8d,strm-8dc6cd0b,2023-11-29,1761127,0.27637110292899264
1,usr-ff1a7c19,strm-09ca6016,2023-09-01,2192056,0.4623304101555185
1,usr-3076ff98,strm-b24214bb,2023-10-30,2379372,0.49000044694210104
1,usr-0c876a73,strm-8d697156,2023-11-02,1276098,0.6074163721734227
1,usr-a29c3b3d,strm-69cece41,2023-11-10,2014590,0.9913885174422168
1,usr-a903ccdf,strm-c4e79877,2023-12-18,1377479,0.9502118822447001
1,usr-49c77fa2,strm-85c0b3d7,2023-12-10,2633677,0.33921893469406666
1,usr-6c218f42,strm-6cc8e5bb,2023-11-25,3200343,0.86457425499548
1,usr-43fdba01,strm-8442fccf,2023-10-19,1945330,0.6120404300168367
1,usr-98602e22,strm-62d6c9f0,2023-09-17,549679,0.4058085176818239
1,usr-4c948415,strm-cc6e15b6,2023-08-22,2673056,0.7025558393603645
1,usr-258b7744,strm-f533b81f,2023-08-29,2659918,0.17115957097631995
1,usr-be1a878c,strm-acc4a410,2023-09-23,62481,0.5878635922306225
1,usr-dc7462ca,strm-e1449cfd,2023-11-04,422272,0.41226982039475096
1,usr-dd00e10f,strm-d974bd5b,2023-12-06,2841948,0.7492277444972868
1,usr-184a79ab,strm-7d18f436,2023-09-16,1688542,0.3501829337821523
1,usr-5911ec33,strm-78ece897,2023-10-05,1114919,0.2607344634729711
1,usr-ac977fcf,strm-84fdc73a,2023-12-28,2575362,0.16786775854778732
1,usr-0865b4ae,strm-518dc080,2023-12-25,1412717,0.24739315168434528
1,usr-cbb51816,strm-e02c3908,2023-12-30,639712,0.33756254806057234
1,usr-62a05217,strm-1ac3db41,2023-10-19,1343527,0.8610904362448056
1,usr-9d7e61da,strm-ca469e1c,2023-08-15,2228148,0.48039290088915904
1,usr-9df53057,strm-0e22ec84,2023-08-12,3493183,0.24362258251485736
1,usr-98bb8be9,strm-134b35d2,2023-09-07,1264690,0.059128799363473
1,usr-d2975aab,strm-ebdc1739,2023-11-09,2753196,0.5439904158819736
1,usr-a9449936,strm-fc0ceaa2,2023-08-10,3108007,0.7750788599696451
1,usr-bb983f41,strm-daaf7bc9,2023-12-05,2354618,0.29523624376817076
1,usr-234fbdd2,strm-35d1da3d,2023-09-19,206025,0.10403700554560963
1,usr-4cec6433,strm-a125efad,2023-11-15,789008,0.2439621105326354
1,usr-b4b12cc2,strm-663ce152,2023-12-28,482821,0.7763372878113584
1,usr-7b4bb4bc,strm-f5b5cc51,2024-01-17,1367178,0.9454769779481144
1,usr-a6077c58,strm-283d6b40,2023-11-29,1089163,0.5170233139537775
1,usr-73829c28,strm-de78fcd5,2023-09-22,2521501,0.39557176628017493
1,usr-c5a308ed,strm-3b0fed7f,2023-08-26,316008,0.9463821143566116
1,usr-fffbf315,strm-0ba5da81,2023-11-21,2785024,0.3020700631640408
1,usr-c4a77538,strm-23b6a130,2023-11-25,2860485,0.13797136699314191
1,usr-75a0bce6,strm-14c87fa1,2023-10-09,2360028,0.41285086168052854
1,usr-0b8510e9,strm-6ca7fbc8,2024-01-04,1946921,0.6179293043472595
1,usr-9cce52e6,strm-e302821f,2023-09-11,2003689,0.15150892340727104
1,usr-19926c0a,strm-0d5f9217,2024-01-09,882486,0.9421678098826648
1,usr-732748d8,strm-0b62ae8b,2023-12-16,1698516,0.8267552748175396
1,usr-ac4eb6d9,strm-8c6416fe,2024-01-02,2403235,0.8207011292329283
1,usr-77f1c9d7,strm-1d2e2249,2023-10-21,1677299,0.5692573761073229
1,usr-14139641,strm-e6c1c7ea,2023-08-10,2854903,0.9468882317953959
1,usr-beb37d4a,strm-7a71074d,2024-01-30,797662,0.6396989756120974
1,usr-f7c864f7,strm-3f45db8f,2024-01-05,2029824,0.824315328913185
1,usr-c078555c,strm-92bfd3c7,2023-11-08,797385,0.26003592710897383
1,usr-001cda6c,strm-1d88ed4c,2023-10-08,1503052,0.7193124215717865
1,usr-b4cbcbcc,strm-41ee27b8,2024-01-14,2628698,0.0905014306351408
1,usr-1e5174b4,strm-84fdc73a,2023-11-19,2188811,0.5018379127846105
1,usr-a4a6fc95,strm-6327a07c,2024-01-31,1615423,0.5216029261307766
1,usr-68677915,strm-7a71074d,2023-11-09,1855076,0.3617149348481477
1,usr-0ec4589c,strm-626fc829,2024-01-21,133096,0.814462555801467
1,usr-21eaae1d,strm-b594c78d,2023-11-27,2083763,0.27205531127641713
1,usr-5fddd5e0,strm-41820166,2024-01-21,1355516,0.47246211590098125
1,usr-f43eed59,strm-edad59bb,2023-08-31,1888118,0.6966815661718904
1,usr-ac8641c4,strm-2de431c8,2023-09-02,2265162,0.3715989518012626
1,usr-9fb272d0,strm-65d6329b,2023-09-01,3276271,0.1987018413944513
1,usr-3fcf37a4,strm-2e8d9219,2023-08-31,589274,0.39380427111128496
1,usr-23e0eb10,strm-a6222a29,2024-01-13,2976052,0.6007240558354756
1,usr-d07e4b0c,strm-e78f89a3,2023-09-15,3066373,0.1286276786672906
1,usr-8ccd0a83,strm-41ee27b8,2023-12-07,244216,0.6663938466822948
1,usr-fb24cc0a,strm-8442fccf,2023-11-17,2714448,0.9076683449978558
1,usr-f6c19cef,strm-282ac91c,2024-01-05,450604,0.2539651569031938
1,usr-14db22af,strm-9d294327,2023-11-03,1742212,0.452916182277553
1,usr-4701e91e,strm-11d5f6c8,2023-08-31,2672508,0.6865868491412244
1,usr-596c4741,strm-84fdc73a,2024-01-26,1279171,0.06046396747015139
1,usr-cbb51816,strm-283d6b40,2023-09-22,2319835,0.5421422422805988
1,usr-e6157de7,strm-53754772,2023-10-03,116544,0.26088756630908083
1,usr-436cf9e2,strm-b21f9833,2023-12-20,2123705,0.07670836010357168
1,usr-7e16f81c,strm-4f967871,2023-12-31,2820324,0.5379626991856682
1,usr-bddf60e6,strm-397155cd,2023-11-25,433190,0.7534563250185722
1,usr-59f79a59,strm-41820166,2024-01-04,929635,0.6217220623888267
1,usr-61c15ac5,strm-ffdb53e2,2023-11-13,773814,0.3736554620309439
1,usr-c5335aa0,strm-e954b027,2024-01-01,1558489,0.7327558298911304
1,usr-7def6563,strm-92bfd3c7,2023-10-02,1041632,0.8238573106709162
1,usr-74c1bdfd,strm-cd3311fc,2023-11-07,356266,0.07276197122701647
1,usr-87bed5f2,strm-cc83a5fd,2023-11-22,1939564,0.99396241329472
1,usr-be1a878c,strm-7b2daa26,2023-12-05,933995,0.3205437904833723
1,usr-f336f8c3,strm-84ea251e,2023-09-05,339225,0.6218631476306491
1,usr-4a41ac76,strm-235b2c07,2023-11-11,2308082,0.25101394207722044
1,usr-fdee22fc,strm-7090f760,2023-10-08,1809161,0.17845884168830872
1,usr-2172bea2,strm-1ac3db41,2024-01-31,1118884,0.6740992212475947
1,usr-d2bbb38d,strm-a98df1a3,2023-10-01,2907379,0.4196338816771635
1,usr-17b9c098,strm-6be3d977,2023-12-06,68207,0.7733296661142789
1,usr-85ffab45,strm-9fe4a48f,2024-01-11,272392,0.8459497001100299
1,usr-a4db4a49,strm-b5ac5981,2024-01-18,1245083,0.9015429931248357
1,usr-c1e5c048,strm-3f587295,2023-08-14,244808,0.6112782541034374
1,usr-c7763c08,strm-0faa82e0,2023-09-21,1383126,0.2923554929853389
1,usr-c078555c,strm-a090f9f1,2023-12-11,563700,0.8021958817125526
1,usr-86c2b66b,strm-740fc8a8,2023-12-02,535997,0.06958570305839801
1,usr-410bd52a,strm-09ca6016,2023-11-30,1936538,0.6324328980842581
1,usr-189e7076,strm-59070e94,2023-12-05,791661,0.7726634331834411
1,usr-42a224cd,strm-f6845092,2023-09-28,1558783,0.6790670170204783
1,usr-226686e4,strm-22cefc09,2023-12-06,450433,0.34730153934615426
1,usr-a3b882b4,strm-59a2c1fd,2024-01-09,316613,0.11272281932739656
1,usr-4ab5ccfe,strm-5249ab60,2024-01-21,3176795,0.3542965350418403
1,usr-bef7e942,strm-f5c241f3,2024-01-29,1374340,0.07510796479850018
1,usr-732748d8,strm-79ef6600,2023-10-02,2256454,0.2132680054607558
1,usr-5126e2a2,strm-8dce37e2,2023-10-06,1473443,0.3615611449955979
1,usr-9c6ed5ae,strm-8cbe38eb,2023-08-13,3034291,0.2593091565441845
1,usr-518a9ac3,strm-a4765a6d,2023-09-08,2704716,0.09313945506846961
1,usr-f43eed59,strm-acaaa086,2023-12-06,1440946,0.9509017282869595
1,usr-f3055a8d,strm-fc4460f9,2023-12-20,3033007,0.8806993547196675
1,usr-b5614691,strm-151035e6,2023-10-02,2018416,0.32374218242162317
1,usr-6f933322,strm-f0fffba7,2023-09-13,964336,0.9416456344837624
1,usr-f639d715,strm-f4e97cdb,2023-11-03,52432,0.4853230132870221
1,usr-691a5c3c,strm-5e2a7102,2023-10-26,3492542,0.9331001889663276
1,usr-4701e91e,strm-eae79e1d,2023-08-12,3003808,0.16846755016288772
1,usr-a0575353,strm-0848348d,2023-11-27,1927407,0.8614318649821001
1,usr-463f3f17,strm-ee9bcf6e,2023-10-25,3543799,0.6931263817567936
1,usr-7a56117b,strm-f7c49284,2023-11-18,2106503,0.6659347296739685
1,usr-b803e93a,strm-f77cd6c6,2023-09-04,584260,0.08645205496509853
1,usr-a7afcfb0,strm-1bfa3431,2023-09-08,1945474,0.8538238823618912
1,usr-085637fb,strm-d186f510,2023-09-14,1810189,0.46512320050719075
1,usr-4797aeb5,strm-b4494536,2023-10-17,2298872,0.9989682904604424
1,usr-efb688ff,strm-5d72e3a7,2023-08-21,1416128,0.6093152597060789
1,usr-0f2e67ed,strm-518dc080,2024-01-16,3508482,0.5827861034430735
1,usr-0a166644,strm-9645ca0f,2023-11-21,2796329,0.051891936417585244
1,usr-80f12197,strm-aa4274db,2023-10-21,2313163,0.8442951085898938
1,usr-83cd1f50,strm-6e9f6425,2023-11-05,93756,0.1784200494534106
1,usr-71da06be,strm-de78fcd5,2023-09-14,856375,0.4105257662040814
1,usr-d317658b,strm-ed88d1f3,2023-12-26,3304694,0.23352777411272946
1,usr-c73ab85e,strm-3adcc9b8,2024-01-01,380344,0.38585083930560143
1,usr-bbeaebb9,strm-d69fdb0f,2023-11-17,671417,0.2458529353333418
1,usr-4f391fc8,strm-34c57504,2024-01-24,3379121,0.9391245432853633
1,usr-bf539df9,strm-095e1b5f,2023-08-29,1790301,0.20635056949578434
1,usr-5c54b24b,strm-cc83a5fd,2023-09-20,1147738,0.8764395799425785
1,usr-fc7ae566,strm-f31a1d75,2023-09-11,3347284,0.381934736687529
1,usr-53a34ca3,strm-8ed0a73b,2023-12-05,2154799,0.702516938580322
1,usr-ef8f4538,strm-af5c885d,2023-10-19,3032306,0.2839884428895292
1,usr-6e910758,strm-eb98d144,2023-08-10,381205,0.7007993371904058
1,usr-14d8a4a4,strm-127a6960,2023-08-26,2450458,0.4227758777958541
1,usr-5947e2fd,strm-eed4ba3d,2023-11-14,2970011,0.42001201195042454
1,usr-98ce3dfa,strm-ce47f3e7,2023-09-10,2441148,0.8787738747443201
1,usr-3789691f,strm-0cbab68e,2023-08-11,545708,0.6588969606282428
1,usr-316ae0a8,strm-e3b019d0,2023-10-01,523569,0.40731595626372663
1,usr-7997105c,strm-e302821f,2023-09-27,1881339,0.2122303859223596
1,usr-42a224cd,strm-ed720851,2023-08-15,499415,0.5370035163652787
1,usr-0b62c162,strm-841aa64c,2024-01-14,495486,0.11953178058256175
1,usr-91a20c83,strm-d974bd5b,2023-10-11,3465057,0.28817279061349316
1,usr-73e9ce31,strm-ee80988a,2023-12-27,655543,0.7831721138228384
1,usr-dc7e2922,strm-80fbf3cb,2023-09-13,2075919,0.19093153557011683
1,usr-bea395f0,strm-3f587295,2023-08-27,1195657,0.7164665909067341
1,usr-83cd1f50,strm-3be8015f,2023-11-03,844916,0.7557792992838267
1,usr-64066ce8,strm-e6da711f,2023-10-13,2683729,0.8001306707392412
1,usr-bbd34c01,strm-22d80a4f,2024-01-08,2695010,0.09785962922758307
1,usr-a1e12cfb,strm-8279ce89,2023-11-24,829853,0.16387147673128438
1,usr-74f3c0f1,strm-d37505a7,2023-09-08,989943,0.06506312834068825
1,usr-8342d31a,strm-626fc829,2023-12-18,1489670,0.39643126489251007
1,usr-6534dcf1,strm-53754772,2023-09-24,1132495,0.9457385453258168
1,usr-eb148047,strm-edad59bb,2023-11-29,337888,0.8189457545651444
1,usr-fdee22fc,strm-8eab964e,2023-10-26,3500255,0.9929030714563433
1,usr-efb688ff,strm-535313dc,2023-11-05,705990,0.5176313025752344
1,usr-61c15ac5,strm-79b4378e,2023-11-15,2906162,0.4389487580163036
1,usr-fe19be82,strm-22cefc09,2024-01-28,3534756,0.47673951510289336
1,usr-a28df583,strm-d54207e1,2023-09-15,406156,0.3899580600297456
1,usr-fb750c80,strm-0848348d,2023-10-04,1677636,0.6655875428335142
1,usr-044cfa1f,strm-b4ecb194,2023-11-29,3430251,0.6291239932880873
1,usr-ab374ed1,strm-4b6abb03,2024-01-02,3187264,0.8997899734384381
1,usr-195cd1bf,strm-d232f08e,2023-12-03,2282113,0.9960188426054912
1,usr-17ffe674,strm-0bbc3d45,2023-11-01,1250525,0.1527717603460096
1,usr-2a83dee9,strm-5ae837f9,2023-08-12,1718750,0.1418083713754422
1,usr-f6c19cef,strm-5249ab60,2023-10-26,738629,0.6191304336322982
1,usr-fe19be82,strm-88b19beb,2023-09-21,2231411,0.7142731893670581
1,usr-410bd52a,strm-134b35d2,2023-10-01,3517476,0.059053804720529776
1,usr-d799321b,strm-cb693afc,2023-11-25,3075357,0.4892926521408207
1,usr-ddfd359c,strm-095e1b5f,2023-09-05,626865,0.058668807186027884
1,usr-8c46fb91,strm-58fb369b,2024-01-03,3129033,0.7591657292336389
1,usr-ece69e4b,strm-27587ea1,2023-09-11,3316762,0.3897542556700057
1,usr-04092699,strm-1a0e9ac5,2024-01-19,1511442,0.608112936450911
1,usr-ac6645c9,strm-1f88983c,2023-09-16,226271,0.24596534196211978
1,usr-d5c916af,strm-0b49e5d3,2023-12-15,2725857,0.379044261039621
1,usr-f5fd3371,strm-2393a2fc,2023-12-29,1628305,0.6741314429991162
1,usr-8cf580a5,strm-c1356394,2023-12-26,762747,0.5181795388082383
1,usr-fdee22fc,strm-9c171188,2024-01-13,2762599,0.2684807148130096
1,usr-f2455273,strm-c2b385a4,2023-11-06,2302706,0.9725642806387682
1,usr-74f3c0f1,strm-2d4ed3e1,2023-09-24,977437,0.6275602624249215
1,usr-e9ad683a,strm-6976d72e,2023-12-31,2331991,0.592537054618558
1,usr-83cd1f50,strm-2e8b4b70,2023-11-24,2589516,0.06397619593100567
1,usr-513995eb,strm-f5e2b34f,2023-08-10,3152372,0.9977624113731149
1,usr-918ce155,strm-0e22ec84,2023-10-02,748755,0.17077400490796607
1,usr-8f940196,strm-bfec9bc6,2023-09-13,2738762,0.7686083247608342
1,usr-34f4de14,strm-9cb49f27,2023-10-04,1043539,0.661611515271451
1,usr-bdcf781b,strm-c7731f7b,2023-08-12,2705478,0.38898593505285917
1,usr-2172bea2,strm-78ece897,2023-09-25,3106102,0.6974200869618737
1,usr-c6f1b3d2,strm-23125a1d,2023-10-24,904869,0.15021523287062466
1,usr-cfd7b13b,strm-5e988eac,2023-10-07,1540576,0.8015169111031577
1,usr-870e140a,strm-120c2cd3,2023-10-14,3210578,0.6182710643384806
1,usr-3e6626d8,strm-fefdb845,2024-01-30,2897177,0.3509715070244912
1,usr-a7c07891,strm-09ca6016,2023-11-17,1977878,0.7268099791756498
1,usr-06930d2f,strm-c37879ca,2024-01-13,1362043,0.2350287557130294
1,usr-fe050a4a,strm-d0a78bf0,2023-11-24,2130549,0.055368327238327825
1,usr-802b9fdb,strm-b604e6e7,2023-11-19,2991850,0.08262988434945523
1,usr-bc585e1d,strm-e1683215,2023-12-11,289285,0.6995774146612203
1,usr-861fd094,strm-33e9c842,2024-01-25,3324702,0.5106227584286132
1,usr-77f1c9d7,strm-3d2205af,2023-10-01,1042484,0.11556238829618268
1,usr-bbeaebb9,strm-d37505a7,2023-10-01,212835,0.6476127754441859
1,usr-5dee8896,strm-af9ac67f,2024-01-18,1736836,0.28887416813013844
1,usr-3979c521,strm-844277ae,2023-11-04,2090735,0.43857118666772404
1,usr-18e6458d,strm-f5b5cc51,2024-01-05,503262,0.6176039332595094
1,usr-8698bec3,strm-c0422a63,2023-11-01,2341809,0.19202512740321903
1,usr-7da859d3,strm-5960880f,2023-09-09,897077,0.9752155017011112
1,usr-82ddf0af,strm-66dc969d,2023-12-18,3506888,0.8465556164116457
1,usr-488b1038,strm-bd6a1185,2023-11-01,763688,0.19311834832054348
1,usr-fffbf315,strm-8ac345e8,2023-11-20,1812213,0.06938596526486297
1,usr-86c2b66b,strm-a125efad,2023-11-30,217925,0.6796182165862807
1,usr-f7587bb6,strm-9c171188,2023-08-25,2229489,0.7689197314133794
1,usr-4949fbdd,strm-80aff0c8,2024-01-04,1895024,0.08776120153347819
1,usr-cb33f9e9,strm-b4f079cf,2023-09-29,2337386,0.4320068942842913
1,usr-59ba273d,strm-2ca497e5,2023-12-24,2375124,0.848201483090367
1,usr-93254392,strm-ff776f83,2023-09-14,3185321,0.6686167100035262
1,usr-d4df49b7,strm-0c862a2f,2023-09-24,2048290,0.4108404575848246
1,usr-c670e3f5,strm-cd3311fc,2023-10-14,3127231,0.06553551546502773
1,usr-e5576fac,strm-16f08b4a,2023-08-29,2570533,0.9170308387721545
1,usr-4467f9fa,strm-a5adcbe6,2023-09-23,2067396,0.17035685207297657
1,usr-ed64bc7a,strm-8eab964e,2024-01-08,1517192,0.5647284751449466
1,usr-5c49cc50,strm-fec1ad07,2023-11-01,1954381,0.18188312792778366
1,usr-4ab5ccfe,strm-b4f079cf,2023-11-12,792170,0.10828305759228232
1,usr-12eff5db,strm-0251c5ad,2023-10-01,791452,0.8461512381341354
1,usr-2ec6b155,strm-73851c96,2024-01-23,1224510,0.21692480889603738
1,usr-cc531097,strm-13a1e19f,2023-08-17,610399,0.593968407314168
1,usr-f336f8c3,strm-56bb5cfd,2023-08-13,3422227,0.7613950842850883
1,usr-a761421a,strm-d0a78bf0,2023-12-12,2687559,0.3832098847949285
1,usr-316ae0a8,strm-882ce3f5,2023-10-19,740911,0.9439857358360075
1,usr-878e7410,strm-6ca7fbc8,2023-10-16,96414,0.2549981115209755
1,usr-596c4741,strm-59f1ad6d,2023-11-15,1065685,0.6600972304926285
1,usr-00d49d85,strm-ae19a0e0,2023-10-10,287203,0.08067994801138903
1,usr-881561f2,strm-5883fa10,2024-01-27,1082241,0.3461768530161236
1,usr-765f33ed,strm-5c7b9f68,2023-09-13,2326582,0.7905971255181412
1,usr-be1a878c,strm-65736e36,2023-12-24,1616042,0.06346671750094554
1,usr-689346a2,strm-d50979e1,2023-11-18,227076,0.6648345028885885
1,usr-ff1a7c19,strm-0848348d,2023-11-21,2832313,0.5434061792040751
1,usr-4c948415,strm-71d2a73b,2023-10-01,2317065,0.6356309168717618
1,usr-72ccffda,strm-ccd6eeb8,2023-10-17,1476516,0.6770655976494031
1,usr-f2e077f5,strm-389cfcf4,2023-12-04,3259504,0.057129327743386964
1,usr-f336f8c3,strm-4b280539,2024-01-14,487006,0.34710697466651325
1,usr-5821d126,strm-8b6664ee,2023-09-26,3144174,0.6506493060810177
1,usr-86c2b66b,strm-ca469e1c,2023-10-05,1514161,0.6192677145612041
1,usr-c7763c08,strm-96cdbd29,2024-01-05,505383,0.05338989115999394
1,usr-61c15ac5,strm-abd134a4,2023-08-18,625181,0.6022017177965773
1,usr-ee4589ed,strm-3f587295,2023-10-26,339663,0.5318572556732964
1,usr-77ce3cff,strm-5883fa10,2023-10-02,3080679,0.1879838159857508
1,usr-d4df49b7,strm-82dbbdd2,2023-11-05,304607,0.932528730315065
1,usr-4701e91e,strm-86eb42bf,2023-11-04,1129047,0.8619656979708863
1,usr-87ce9432,strm-ac7404d1,2024-01-16,3225223,0.9267751320345442
1,usr-a4a6fc95,strm-be6334b1,2023-10-31,1645261,0.31645029608746256
1,usr-faf79ac7,strm-a88f3ade,2023-11-30,944185,0.8577524328325753
1,usr-23e0eb10,strm-3b5bb277,2023-12-31,2452986,0.5554843982094485
1,usr-8c7d0739,strm-b42cd5fa,2023-08-19,2489728,0.7837718377768423
1,usr-36cfb7e9,strm-6adac3ad,2023-09-03,3234623,0.18838115418533258
1,usr-e8083e65,strm-72d9bbbc,2023-09-26,594229,0.6493369403110051
1,usr-8698bec3,strm-f17b39a8,2023-10-14,933990,0.0855251000814968
1,usr-bc9fcdb7,strm-48854955,2024-01-29,3012125,0.3331103494996259
1,usr-9c7e7b2a,strm-71d2a73b,2024-01-13,1049122,0.15110941109876946
1,usr-0a1ed326,strm-a4b6a0e5,2023-10-10,652529,0.701520977403906
1,usr-34f4de14,strm-3299d8e7,2024-01-17,2023026,0.7325676402604655
1,usr-b8a6b00f,strm-011e247f,2023-12-21,831684,0.8093328778750829
1,usr-66587839,strm-fac1724d,2023-08-26,2116806,0.8926843862049837
1,usr-238cc9d1,strm-abd134a4,2023-08-23,1826655,0.8324669289321834
1,usr-84f78a3a,strm-31d85f18,2024-01-24,3553882,0.3722161283503577
1,usr-b195e0fb,strm-518dc080,2023-09-09,2109906,0.2736443691298852
1,usr-cfd7b13b,strm-97f49504,2024-01-21,785481,0.6687679408183843
1,usr-2b939700,strm-c3459468,2024-01-17,2037178,0.21315806119976138
1,usr-86d78b9c,strm-737abf82,2023-08-28,2184030,0.7690198931572368
1,usr-c7763c08,strm-7d0e3720,2023-08-28,811557,0.6812557597559528
1,usr-36542e8a,strm-890d1666,2023-09-13,2720649,0.947462048343913
1,usr-fc7ae566,strm-bc6dcfb8,2023-09-08,612341,0.35834003167788364
1,usr-888b4b2d,strm-0b62ae8b,2023-12-23,2498143,0.33202174095011894
1,usr-cb33f9e9,strm-5c9cfca9,2024-01-31,1408206,0.8998266859940882
1,usr-26bdfc7e,strm-425f188d,2023-12-31,1466350,0.40738941202267914
1,usr-5911ec33,strm-50ea764a,2024-01-03,383243,0.1961093450918745
1,usr-323f5e0a,strm-d767739f,2023-12-01,3523110,0.16077029171215884
1,usr-0db68f2e,strm-618ddd74,2023-09-16,179704,0.8749332468503385
1,usr-42c11654,strm-b68f89b0,2023-12-31,2789077,0.5233149224578667
1,usr-a48e17fe,strm-c2b385a4,2024-01-27,3223066,0.5290223136443407
1,usr-68677915,strm-72d9bbbc,2024-01-21,2551272,0.7068444789453864
1,usr-724e9af6,strm-41820166,2023-10-15,1799103,0.5273734846489407
