view_id_placeholder,user_guid_fk,product_guid_fk,viewed_at,duration_ms
1,usr-406894bd,prod-fd444e28,2023-10-12,124314
1,usr-8c46fb91,prod-25692cac,2023-04-11,10291
1,usr-9851029e,prod-d93a10c9,2024-01-23,216923
1,usr-258b7744,prod-9420cc80,2023-04-27,181721
1,usr-fffbf315,prod-da5eae5e,2023-10-05,206048
1,usr-b66b3945,prod-f1fc730a,2023-06-22,32788
1,usr-f336f8c3,prod-b1b8d6d8,2023-03-29,55669
1,usr-3915ac42,prod-5ca7ce24,2023-07-12,127471
1,usr-014cee71,prod-377f1406,2023-11-02,40432
1,usr-9cce52e6,prod-19ace41f,2023-10-26,220795
1,usr-3d7299a5,prod-83ed0399,2023-03-05,62850
1,usr-7b4bb4bc,prod-3a61df61,2023-04-03,82439
1,usr-beb37d4a,prod-214a57e1,2023-04-17,93450
1,usr-61a99053,prod-2702d3ba,2023-05-14,155189
1,usr-5031f8f9,prod-b5b54587,2023-05-23,210695
1,usr-382112b4,prod-6f8f2755,2024-01-22,107928
1,usr-39360c70,prod-d28a746d,2023-03-02,173440
1,usr-f040f72e,prod-f373457c,2023-04-14,108359
1,usr-2406467a,prod-d5ec3448,2023-10-17,75466
1,usr-b591edda,prod-4bdad0eb,2023-04-10,83894
1,usr-e6157de7,prod-72754e8c,2024-01-04,235850
1,usr-4f391fc8,prod-4d3707d1,2023-05-20,83569
1,usr-c5a308ed,prod-59cc2fb5,2023-03-20,1668
1,usr-e97e3af3,prod-ceb4593a,2023-11-14,21177
1,usr-5c54b24b,prod-000243ef,2023-02-25,227979
1,usr-63bd7d24,prod-3cdafe5b,2023-12-02,198004
1,usr-4797aeb5,prod-1b73fb50,2023-06-29,248608
1,usr-701d4506,prod-b046c7ff,2023-09-18,73370
1,usr-86ef8101,prod-c07a2235,2023-08-24,121279
1,usr-a29c3b3d,prod-2d28bc3e,2023-03-01,35060
1,usr-9580d0e0,prod-01aa629c,2023-12-02,55702
1,usr-d96c63ee,prod-bb0b397e,2023-08-26,55410
1,usr-a29c3b3d,prod-9adea5b3,2023-02-05,277948
1,usr-382112b4,prod-0c208bf0,2023-10-10,242158
1,usr-13270652,prod-0aec690a,2023-03-09,192110
1,usr-bb5c648c,prod-aaf1d713,2023-07-15,265325
1,usr-e0347164,prod-b36af495,2023-03-29,114061
1,usr-1a279f8e,prod-07297394,2023-01-14,270633
1,usr-d07e4b0c,prod-4ec6e3d2,2023-11-21,5583
1,usr-691a5c3c,prod-9b5a8c1f,2023-09-12,91079
1,usr-21eaae1d,prod-9c5bb808,2023-07-10,110004
1,usr-03282f4d,prod-4f7bdccf,2023-03-18,203959
1,usr-f2455273,prod-52c51b54,2023-01-10,106551
1,usr-43fdba01,prod-48a9d570,2023-09-01,23096
1,usr-3bc89738,prod-8eef7fa7,2023-11-28,220314
1,usr-4d884589,prod-e8f5ee17,2023-01-29,156051
1,usr-15317707,prod-db64369b,2023-03-07,204672
1,usr-28595c80,prod-f5b594e8,2023-07-15,84757
1,usr-4ab5ccfe,prod-c8ac0dd4,2023-02-28,119174
1,usr-2dcc6710,prod-8eef7fa7,2024-01-08,140925
1,usr-86c2b66b,prod-ca4f46db,2023-02-06,237295
1,usr-ac90e43b,prod-f5b594e8,2023-01-20,138418
1,usr-5911ec33,prod-2ef73231,2023-08-17,267377
1,usr-17b9c098,prod-a6dd2e78,2023-04-17,27626
1,usr-e7daae4a,prod-b1b03834,2023-10-07,3839
1,usr-e8083e65,prod-261d4a49,2023-03-05,37363
1,usr-a0575353,prod-efeacc5d,2023-03-26,38129
1,usr-fd97d539,prod-602a79bb,2023-10-10,184002
1,usr-b2838242,prod-fb888865,2023-07-30,235257
1,usr-dd00e10f,prod-b2f581fe,2023-05-22,175515
1,usr-a0643a95,prod-fc228198,2023-01-17,287401
1,usr-88fc32f1,prod-acd9ecaf,2023-07-09,44887
1,usr-77ce3cff,prod-66902403,2023-01-21,63701
1,usr-67692875,prod-da09074d,2023-04-16,119733
1,usr-a9449936,prod-8903a5c4,2023-04-07,75721
1,usr-0ad9ff9a,prod-e55a0f20,2023-05-30,234452
1,usr-121c0ded,prod-99e15a9c,2023-12-31,24298
1,usr-7cce8a8e,prod-e340f32e,2023-07-15,100044
1,usr-32e97dce,prod-48b00f65,2023-06-11,85368
1,usr-a9449936,prod-b84a2d08,2023-10-19,241092
1,usr-3e242518,prod-5e37640f,2023-09-25,268439
1,usr-bddf60e6,prod-9eaae26c,2023-11-13,289790
1,usr-e8083e65,prod-2ef73231,2023-10-26,294975
1,usr-d799321b,prod-424d02e7,2023-07-04,270182
1,usr-69441f05,prod-000243ef,2023-12-01,109285
1,usr-ac38c808,prod-d85b1a84,2023-12-18,70790
1,usr-ef3da3fe,prod-3c00037f,2023-03-27,121384
1,usr-ab374ed1,prod-e485a453,2023-09-13,216387
1,usr-463dd2ea,prod-60683791,2023-08-02,113617
1,usr-707be311,prod-e5de988e,2023-04-21,199649
1,usr-42c11654,prod-031390f5,2023-01-22,26397
1,usr-0c644555,prod-7fde6540,2023-05-13,117104
1,usr-8c7d0739,prod-b046c7ff,2023-06-15,289932
1,usr-56248453,prod-356128dc,2023-07-03,216417
1,usr-4d884589,prod-07297394,2023-08-17,247175
1,usr-b57cdd8e,prod-d85b1a84,2024-01-20,164972
1,usr-ef3da3fe,prod-4e5b31ec,2023-10-28,195408
1,usr-e6c2655e,prod-e003fa43,2023-05-24,223862
1,usr-512d2cb2,prod-5a286fa4,2023-02-03,83820
1,usr-6cf48cda,prod-d2ec6df3,2023-07-31,98499
1,usr-3363230e,prod-f518b6ec,2023-04-12,245155
1,usr-bbd34c01,prod-a6b57037,2023-10-11,30656
1,usr-3e625a7c,prod-8747229e,2023-01-23,16044
1,usr-085637fb,prod-f8c86b29,2023-03-24,49862
1,usr-4934e467,prod-b39d46e8,2023-04-07,219841
1,usr-9c6ed5ae,prod-d76592da,2023-07-09,10710
1,usr-154b2291,prod-a1418fcd,2023-05-01,153728
1,usr-808be698,prod-3f67f541,2023-02-24,95366
1,usr-689346a2,prod-751c4b5d,2024-01-20,21956
1,usr-b803e93a,prod-8877abf2,2023-06-18,287301
1,usr-c53ff454,prod-2fe3d8e7,2023-11-15,144605
1,usr-814f938d,prod-b0ab0e3f,2023-05-03,83693
1,usr-81801aa9,prod-ff8be849,2023-08-25,28967
1,usr-8f940196,prod-8fef4ee9,2023-10-26,206923
1,usr-ac8641c4,prod-0c01f40b,2023-05-18,153599
1,usr-aded0a89,prod-f4bb9725,2023-12-26,7717
1,usr-7779e4d2,prod-0df0dd13,2023-01-28,280194
1,usr-a6077c58,prod-3b74bd8b,2023-03-05,28693
1,usr-e911e6f4,prod-63de541b,2023-10-23,202684
1,usr-cbb51816,prod-07548d87,2023-04-06,37595
1,usr-9580d0e0,prod-43fa4599,2023-06-26,22695
1,usr-f86f185d,prod-21a50e26,2023-07-21,219429
1,usr-3979c521,prod-f100f1d1,2023-06-06,244779
1,usr-9c72a61f,prod-2713b414,2023-12-26,131717
1,usr-73829c28,prod-0e5332f3,2023-09-03,284778
1,usr-fc5e4d17,prod-c4884fcc,2023-08-29,193213
1,usr-d09bc153,prod-4267c187,2023-07-15,188117
1,usr-563172d2,prod-4d2b2d46,2023-04-17,132394
1,usr-a840ec19,prod-78ad9ef2,2023-12-26,224806
1,usr-36cfb7e9,prod-eb12b24c,2023-08-16,86355
1,usr-a6046a13,prod-d509fecb,2023-08-19,50792
1,usr-3789691f,prod-22d20f94,2023-10-06,24294
1,usr-3789691f,prod-5ff41789,2023-12-21,197232
1,usr-e9ad683a,prod-46505ab4,2023-10-08,88398
1,usr-ca463301,prod-963622e4,2024-01-23,118233
1,usr-90c3f09e,prod-f11837b8,2023-04-15,196727
1,usr-f5094f89,prod-a75e1968,2024-01-23,43276
1,usr-98ce3dfa,prod-c047f19c,2023-06-30,137740
1,usr-e6c2655e,prod-bb53460a,2023-10-26,8236
1,usr-34c7262d,prod-effe7953,2023-04-06,57298
1,usr-c73ab85e,prod-e91962ed,2023-09-29,298402
1,usr-3b4003ba,prod-953522c5,2024-01-19,262731
1,usr-2477a592,prod-7fbfa778,2023-10-30,23736
1,usr-4934e467,prod-15a0f89a,2023-10-14,251334
1,usr-3aab52ef,prod-b765d182,2023-04-12,17215
1,usr-98bb8be9,prod-4f7bdccf,2023-06-27,174515
1,usr-59abca28,prod-6383845b,2023-11-16,65579
1,usr-5947e2fd,prod-d688c177,2023-02-22,216770
1,usr-00813da2,prod-f100f1d1,2023-10-11,40370
1,usr-80f12197,prod-fe7dd358,2023-04-03,120801
1,usr-3979c521,prod-ddab1ece,2023-11-04,188582
1,usr-e7daae4a,prod-aa51de60,2023-09-05,119234
1,usr-3c352d4a,prod-9a513801,2023-01-11,274573
1,usr-a903ccdf,prod-daae4d3e,2023-01-21,280471
1,usr-fdee22fc,prod-f76bb69e,2023-01-16,189392
1,usr-3d9eb86c,prod-075959a6,2023-11-19,233283
1,usr-30081e8e,prod-66746659,2023-05-13,14411
1,usr-3e625a7c,prod-e4ad7ee5,2023-04-07,42469
1,usr-d4df49b7,prod-853c27ec,2023-05-23,25238
1,usr-03282f4d,prod-72dd7f04,2023-10-24,205244
1,usr-0514c929,prod-7643f23e,2023-04-13,2452
1,usr-09114904,prod-995a982a,2023-02-13,212769
1,usr-dcbc1ac7,prod-8e1b6b8e,2023-03-08,81832
1,usr-007f02c6,prod-b9b4039d,2024-01-25,132855
1,usr-81801aa9,prod-343fdd35,2023-06-21,45544
1,usr-1e6e7597,prod-862b6947,2023-12-17,101711
1,usr-34f4de14,prod-6383845b,2023-06-12,31988
1,usr-7a56117b,prod-80a73d73,2023-10-17,124264
1,usr-ed25aa70,prod-9dd77484,2023-08-05,269509
1,usr-234fbdd2,prod-0e768119,2023-11-07,33624
1,usr-b195e0fb,prod-adb3f4d0,2023-11-22,121418
1,usr-0c644555,prod-ac2fcaa3,2023-06-06,134992
1,usr-ae04a0b9,prod-e160191a,2024-01-06,155555
1,usr-3802b3af,prod-b08bfc47,2024-01-18,40305
1,usr-dd00e10f,prod-cef52229,2023-01-28,69490
1,usr-a7d53474,prod-0345a5aa,2024-01-18,12034
1,usr-ecd401c3,prod-7c421d48,2023-11-01,116789
1,usr-66f357c3,prod-2d28bc3e,2023-11-04,158696
1,usr-085637fb,prod-667db905,2024-01-03,99552
1,usr-27000a63,prod-cd2dcb54,2023-09-26,294588
1,usr-7779e4d2,prod-f8103ace,2024-01-10,122072
1,usr-c4bd75e0,prod-82c92eea,2023-10-05,130506
1,usr-a6077c58,prod-eb4cda81,2023-07-14,49972
1,usr-52472410,prod-e61f3c7b,2023-02-12,5034
1,usr-d52433b1,prod-4203bdab,2023-03-07,162672
1,usr-9580d0e0,prod-60f0fcbe,2023-11-30,41037
1,usr-99cc2a7a,prod-bf2be8b5,2024-01-23,120721
1,usr-0c644555,prod-1b73fb50,2023-09-27,195269
1,usr-23e0eb10,prod-21a50e26,2023-02-16,14884
1,usr-9851029e,prod-ca5469a2,2023-03-20,18811
1,usr-3e6626d8,prod-9981ff8b,2023-07-30,160532
1,usr-3915ac42,prod-73d80b7c,2023-01-22,286663
1,usr-aa8e863d,prod-2eafe68f,2023-04-27,261579
1,usr-4535bf6e,prod-953ccbf4,2023-09-29,26885
1,usr-ef8f4538,prod-4ec6e3d2,2023-11-10,64828
1,usr-406894bd,prod-a51a16d1,2023-04-03,174133
1,usr-406894bd,prod-72d3a3b4,2023-12-01,72117
1,usr-53a34ca3,prod-d2269681,2023-12-20,139405
1,usr-321cbcc1,prod-88b6b43f,2024-01-30,100352
1,usr-a6046a13,prod-cef52229,2024-01-22,268662
1,usr-500bbe54,prod-3a0446b2,2023-10-16,207252
1,usr-ae04a0b9,prod-4b5ad2f6,2023-11-16,142756
1,usr-8feb7c1c,prod-e70e8dfc,2023-11-02,247758
1,usr-1953e006,prod-08f5e007,2023-12-31,21855
1,usr-26502772,prod-8b7b7b46,2023-04-25,158055
1,usr-ed450431,prod-22af9c0e,2023-09-11,139118
1,usr-1b518e43,prod-77bd71c1,2023-12-09,113086
1,usr-04469108,prod-950000b9,2023-03-04,139987
1,usr-a840ec19,prod-ca4f46db,2023-08-09,266247
1,usr-366b6c56,prod-60f0fcbe,2023-01-24,236510
1,usr-69d7cde7,prod-f00bfa2f,2023-06-24,42492
1,usr-e90f4a76,prod-c1233e17,2023-05-14,56362
1,usr-e596b439,prod-63c4e3af,2023-09-20,114632
1,usr-dc7131d6,prod-98617f72,2023-12-25,37983
1,usr-39360c70,prod-9420cc80,2023-02-26,255268
1,usr-85d06d7e,prod-5cd3d5ea,2023-08-23,292248
1,usr-d07e4b0c,prod-3eb06c98,2023-11-09,96331
1,usr-802b9fdb,prod-606b8151,2023-06-29,262119
1,usr-7c60026c,prod-45e50f9a,2023-11-24,239445
1,usr-323f5e0a,prod-2ebf0ee7,2023-11-16,168413
1,usr-a4db4a49,prod-802f569c,2023-07-23,181578
1,usr-4f391fc8,prod-c023feb5,2023-10-10,230550
1,usr-463f5ed7,prod-7452e247,2023-05-20,70158
1,usr-26502772,prod-d85b1a84,2023-10-07,174960
1,usr-62a05217,prod-1a153cf8,2023-07-13,82304
1,usr-c9863c05,prod-b0ab0e3f,2023-10-26,6859
1,usr-ca7e1454,prod-e160191a,2023-09-18,24526
1,usr-87bed5f2,prod-03a4dcae,2024-01-20,5515
1,usr-8cf580a5,prod-486a7a12,2023-01-16,163120
1,usr-04469108,prod-3036354b,2023-12-09,285857
1,usr-27000a63,prod-b9369d46,2023-03-28,46558
1,usr-ed450431,prod-3877b31c,2023-09-20,133422
1,usr-dde6c7ef,prod-00a7fdcd,2023-07-06,122990
1,usr-d4b3ddf8,prod-e55a0f20,2024-01-01,102486
1,usr-66f357c3,prod-83d27da7,2023-04-19,279818
1,usr-54f907d6,prod-e70e8dfc,2023-08-06,156220
1,usr-ac8641c4,prod-e921bf83,2023-05-11,63015
1,usr-2050c20f,prod-743da074,2023-12-26,207704
1,usr-8342d31a,prod-28ecb05e,2023-09-15,223118
1,usr-4d884589,prod-135e826b,2023-03-14,199093
1,usr-d5b40ff4,prod-0da5ef2d,2023-01-16,187335
1,usr-5c54b24b,prod-359317d8,2023-03-14,60951
1,usr-f8618f0d,prod-4f7bdccf,2023-11-28,5657
1,usr-7d09fa26,prod-4690bfbd,2023-03-26,56071
1,usr-222855a6,prod-bf99080d,2023-04-02,264887
1,usr-3ab862f4,prod-796c9a39,2023-03-22,20605
1,usr-ee4589ed,prod-f76bb69e,2023-02-22,63566
1,usr-1dfc1beb,prod-528f3d74,2023-09-10,26529
1,usr-ee4589ed,prod-8d3ee22a,2023-06-04,196928
1,usr-98602e22,prod-97f95ea5,2023-09-09,166976
1,usr-ed450431,prod-d2ec6df3,2023-12-16,79399
1,usr-2dcc6710,prod-4f5d209c,2023-08-15,235532
1,usr-9d7e61da,prod-fd4e2f1a,2023-10-07,19966
1,usr-8305d36e,prod-00a7fdcd,2023-08-09,25224
1,usr-dcd7c679,prod-9029ee34,2023-08-08,71967
1,usr-cb33f9e9,prod-e921bf83,2023-08-13,13871
1,usr-63584fd4,prod-968a03f6,2023-07-07,182006
1,usr-189e7076,prod-b1b03834,2023-06-01,132749
1,usr-fde8678d,prod-83419b01,2023-12-15,4632
1,usr-ac4eb6d9,prod-518ab8e7,2023-07-16,161549
1,usr-65f183f2,prod-56c6c7dd,2023-10-28,82394
1,usr-c670e3f5,prod-dd9ed0b3,2023-07-09,81135
1,usr-1953e006,prod-a43d3c18,2023-11-18,274272
1,usr-42c11654,prod-98617f72,2023-06-10,107659
1,usr-5c54b24b,prod-a8852e68,2023-05-05,44667
1,usr-87ce9432,prod-214a57e1,2023-03-29,292393
1,usr-84f78a3a,prod-525b1dff,2023-07-22,65486
1,usr-765f33ed,prod-9029ee34,2023-11-28,202915
1,usr-72426ec6,prod-f2db3aaf,2024-01-10,278622
1,usr-88fc32f1,prod-eba7b339,2023-09-07,48224
1,usr-fc7ae566,prod-a93b7e4b,2023-12-23,189001
1,usr-28595c80,prod-74aca165,2023-07-18,183994
1,usr-a7d53474,prod-31ea9712,2023-08-17,284580
1,usr-4535bf6e,prod-5ab36005,2023-03-16,270226
1,usr-e596b439,prod-b7231796,2023-03-14,243459
1,usr-436cf9e2,prod-53a315e0,2023-12-19,18297
1,usr-f7c864f7,prod-65578a25,2023-07-08,196037
1,usr-ef6a1e71,prod-8bf7c145,2023-12-13,92384
1,usr-59f79a59,prod-5fdd4c19,2023-03-18,203810
1,usr-42c11654,prod-f963b6fa,2023-03-29,59461
1,usr-0cabf99a,prod-d2269681,2024-01-20,59906
1,usr-25b9b898,prod-9823a429,2023-02-26,163975
1,usr-8f56139f,prod-1d6acb60,2023-04-13,214645
1,usr-c650182a,prod-84d160bb,2023-09-17,102654
1,usr-a761421a,prod-e6474660,2023-05-16,271322
1,usr-32e97dce,prod-e5a2b0a0,2023-06-25,69630
1,usr-28fafd3f,prod-e3c9d1af,2023-11-30,15743
1,usr-a7c07891,prod-d6c4e9ef,2023-07-26,140039
1,usr-04ed2095,prod-9db32454,2023-08-30,109404
1,usr-035c84bc,prod-e649174a,2023-07-05,6238
1,usr-0b62c162,prod-5ca7ce24,2023-03-12,121912
1,usr-0865b4ae,prod-606b8151,2023-10-29,163572
1,usr-fb750c80,prod-caad8752,2023-01-13,192498
1,usr-1e5174b4,prod-135e826b,2024-01-10,253455
1,usr-4cec6433,prod-8de09367,2023-05-09,4426
1,usr-808be698,prod-d1d2cc12,2023-01-11,34425
1,usr-84ac4056,prod-d688c177,2023-07-18,4652
1,usr-ac90e43b,prod-f7f04d8b,2023-03-27,164400
1,usr-cf2a6e29,prod-1add9905,2023-06-12,138711
1,usr-027a7f5d,prod-f5b594e8,2023-10-04,166918
1,usr-8af206a3,prod-72dd7f04,2023-01-12,233377
1,usr-926ac9f6,prod-24c44842,2024-01-21,98319
1,usr-918ce155,prod-24c44842,2023-02-20,285502
1,usr-bbcf7f8b,prod-6345d3d4,2023-07-22,84518
1,usr-52472410,prod-8949aaa7,2023-06-03,228459
1,usr-a6046a13,prod-73d80b7c,2023-06-15,132729
1,usr-cb33f9e9,prod-2713b414,2023-08-23,234466
1,usr-701d4506,prod-c53a8293,2023-06-15,202030
1,usr-eacde6cf,prod-4b5f5d43,2023-07-07,250433
1,usr-66f357c3,prod-57981d12,2023-03-27,178158
1,usr-dd5ccc64,prod-ca4f46db,2023-06-05,97387
1,usr-36542e8a,prod-94cbe251,2023-02-09,257173
1,usr-3915ac42,prod-214a57e1,2023-06-12,110736
1,usr-28642958,prod-5ff41789,2023-11-07,35915
1,usr-0a1ed326,prod-802f569c,2023-02-28,236110
1,usr-3012b316,prod-da09074d,2023-08-08,164075
1,usr-dea79880,prod-f7f04d8b,2023-02-25,77591
1,usr-65f183f2,prod-7c51c38e,2024-01-01,133836
1,usr-8bae6662,prod-0345a5aa,2023-08-07,34278
1,usr-4146a00d,prod-afd6b625,2023-07-17,115983
1,usr-8243eb5e,prod-0e5332f3,2023-08-26,199176
1,usr-79af3e4c,prod-aea5f421,2023-06-17,190817
1,usr-73e9ce31,prod-1a28bbb8,2023-12-02,112717
1,usr-7d09fa26,prod-f93f346b,2023-07-16,31765
1,usr-ac90e43b,prod-08adf778,2023-04-26,119524
1,usr-ac4eb6d9,prod-7345c28e,2023-11-30,210625
1,usr-851a41bf,prod-db64369b,2023-08-09,92955
1,usr-89bb5a1a,prod-bc119e19,2023-12-19,98105
1,usr-3f5854f3,prod-effe7953,2024-01-17,43358
1,usr-2ca71020,prod-4bdad0eb,2023-10-26,116061
1,usr-1e5174b4,prod-14cb617e,2023-03-15,128859
1,usr-fd317240,prod-8de09367,2023-07-31,151663
1,usr-3ac00a9e,prod-9b5a8c1f,2023-03-10,149692
1,usr-c6f1b3d2,prod-eba7b339,2023-06-17,224039
1,usr-89b64594,prod-4631af35,2023-10-02,114636
1,usr-1953e006,prod-3bcf8901,2023-08-15,56650
1,usr-4ab5ccfe,prod-3b74bd8b,2023-07-13,53648
1,usr-69441f05,prod-963622e4,2023-12-29,190392
1,usr-189e7076,prod-dbdbd91d,2023-01-28,291142
1,usr-0dd354a2,prod-00f7d7b8,2023-09-03,6614
1,usr-3d63c90c,prod-950000b9,2023-09-12,286488
1,usr-bb983f41,prod-f2db3aaf,2023-01-22,102197
1,usr-89b64594,prod-828441cc,2023-12-24,150060
1,usr-49e0181a,prod-c2e56198,2023-03-28,185996
1,usr-5940a8b0,prod-95813a9d,2023-04-21,27253
1,usr-870e140a,prod-7a19a781,2023-12-31,104923
1,usr-dcf2610d,prod-602a79bb,2023-05-11,161184
1,usr-851a41bf,prod-fe7dd358,2023-10-09,49397
1,usr-888b4b2d,prod-5020fa27,2023-05-27,222423
1,usr-5c54b24b,prod-518ab8e7,2023-12-01,152115
1,usr-17d973ef,prod-c8ac0dd4,2023-02-22,60642
1,usr-8243eb5e,prod-b046c7ff,2023-03-31,80859
1,usr-0b62c162,prod-72d3a3b4,2023-02-21,267025
1,usr-99387932,prod-13efe102,2023-11-23,34635
1,usr-64066ce8,prod-03a4dcae,2024-01-10,143527
1,usr-c7763c08,prod-6994a146,2023-02-25,85385
1,usr-9526250e,prod-67ac1cd9,2023-02-03,273404
1,usr-24b1fe50,prod-eb12b24c,2024-01-29,192147
1,usr-8698bec3,prod-5dd79e5c,2023-12-08,294330
1,usr-e90f4a76,prod-ad996240,2023-11-27,79146
1,usr-b7be189e,prod-607feab0,2023-10-02,63544
1,usr-5d8185a2,prod-1add9905,2023-08-20,185878
1,usr-a903ccdf,prod-356128dc,2023-09-30,284703
1,usr-238cc9d1,prod-373f5fa8,2023-10-03,21510
1,usr-33efebeb,prod-31d37f6b,2024-01-16,152257
1,usr-2ca71020,prod-9aa8e19b,2023-08-03,211637
1,usr-f43eed59,prod-3c827324,2023-02-13,103910
1,usr-3ab2703e,prod-fe459970,2023-01-16,135840
1,usr-f854ca85,prod-7c51c38e,2023-03-04,44702
1,usr-99387932,prod-751d53dc,2023-09-17,42664
1,usr-144c1c07,prod-1687ee87,2023-12-16,10508
1,usr-23e0eb10,prod-ce953d2c,2023-09-28,210224
1,usr-9526250e,prod-da09074d,2023-12-27,215173
1,usr-e43aa2c9,prod-0b39ac5d,2023-02-20,66776
1,usr-d2bbb38d,prod-56c6c7dd,2023-09-29,70775
1,usr-ab374ed1,prod-a7643bb2,2024-01-29,144250
1,usr-f040f72e,prod-ce41021c,2023-10-31,220508
1,usr-5940a8b0,prod-93c2db22,2023-07-24,206625
1,usr-802b9fdb,prod-1cf005a1,2024-01-25,121802
1,usr-6d3f0a0d,prod-5864c4e7,2023-07-31,264259
1,usr-861fd094,prod-f1cd8f9e,2023-03-04,296713
1,usr-808be698,prod-77bd71c1,2023-07-10,190467
1,usr-732748d8,prod-b9b4039d,2024-01-30,61340
1,usr-fde8678d,prod-7c5501fa,2023-10-20,100787
1,usr-f854ca85,prod-4839f5cd,2023-01-31,218954
1,usr-e4d9c4ab,prod-c1233e17,2023-12-10,6502
1,usr-57953e31,prod-fc5ebbf5,2023-09-03,86875
1,usr-d0eba0fd,prod-f1fc730a,2023-03-04,21323
1,usr-c947eada,prod-b5b54587,2023-04-16,39447
1,usr-479baf6a,prod-f630b71d,2023-05-29,54099
1,usr-24b1fe50,prod-3b3c69d0,2023-01-22,160253
1,usr-234fbdd2,prod-4203bdab,2024-01-15,143958
1,usr-50e5c515,prod-4b20d447,2023-11-20,37038
1,usr-06930d2f,prod-f8c86b29,2023-11-01,255330
1,usr-2f0a0625,prod-261d4a49,2023-11-18,135010
1,usr-724e9af6,prod-4f7bdccf,2024-01-11,295485
1,usr-69d7cde7,prod-0da5ef2d,2023-06-04,175033
1,usr-cd9b74b6,prod-a362fb6a,2023-04-14,117366
1,usr-4d078e3d,prod-9faa78f1,2023-07-30,269898
1,usr-4a4ef4ec,prod-7106cbf3,2023-03-30,36637
1,usr-74f3c0f1,prod-fa0b6174,2023-07-07,266299
1,usr-dde6c7ef,prod-6ec0314f,2023-08-19,6605
1,usr-027a7f5d,prod-83af2b3c,2023-12-06,256019
1,usr-61132021,prod-2e80d516,2023-07-15,137508
1,usr-bbcf7f8b,prod-fa992c25,2023-06-07,192455
1,usr-93b0d39b,prod-76cdcb9c,2023-09-07,228862
1,usr-bbd34c01,prod-2523535e,2023-06-27,231703
1,usr-587c4c78,prod-1503c030,2023-07-07,92414
1,usr-73829c28,prod-f16451c4,2023-11-18,177937
1,usr-a7c07891,prod-608e1f26,2023-09-12,162913
1,usr-52472410,prod-f8103ace,2023-08-25,77162
1,usr-689346a2,prod-9e75ceae,2023-06-05,282522
1,usr-ee4589ed,prod-28dcdb13,2023-09-13,33216
1,usr-67692875,prod-ca5469a2,2023-03-03,5002
1,usr-a7c07891,prod-0c01f40b,2023-12-10,282487
1,usr-8c7d0739,prod-0a5d6713,2023-10-22,229600
1,usr-323f5e0a,prod-e6a8fe68,2023-07-28,18265
1,usr-321cbcc1,prod-68d3fe4f,2023-06-13,245056
1,usr-3caec992,prod-4dc68638,2023-06-19,90921
1,usr-a5d3d498,prod-da5eae5e,2023-10-30,32790
1,usr-366b6c56,prod-def65f9a,2023-12-20,145985
1,usr-c4a77538,prod-0bdee8cf,2023-11-07,3215
1,usr-1dfc1beb,prod-09b83666,2023-04-08,122371
1,usr-cc531097,prod-111bf32e,2023-01-20,53455
1,usr-69d7cde7,prod-9302f527,2023-12-17,120072
1,usr-d0eba0fd,prod-c047f19c,2023-04-12,16270
1,usr-53a34ca3,prod-fa6196d7,2023-08-05,197474
1,usr-91a20c83,prod-6c4660fc,2023-01-23,180181
1,usr-d5c916af,prod-fa6196d7,2024-01-04,94238
1,usr-c73ab85e,prod-21a50e26,2023-02-15,266820
1,usr-d4b3ddf8,prod-aaf1d713,2023-07-17,180031
1,usr-7e8b25eb,prod-aff8b8da,2023-05-26,287423
1,usr-588afa11,prod-8883262b,2023-06-05,283971
1,usr-9851029e,prod-38ebb9ac,2023-10-22,18674
1,usr-ef6a1e71,prod-a5b4dcf8,2023-11-27,273785
1,usr-fdee22fc,prod-0616e6b0,2023-04-23,224834
1,usr-2172bea2,prod-2ef73231,2023-05-28,176150
1,usr-efb688ff,prod-3877b31c,2023-09-22,205473
1,usr-e6157de7,prod-59cc2fb5,2023-04-17,118431
1,usr-18e6458d,prod-eba7b339,2024-01-19,8505
1,usr-c1e5c048,prod-3695e9a0,2024-01-21,92942
1,usr-98bb8be9,prod-3eb06c98,2023-06-28,230641
1,usr-42a224cd,prod-f367f039,2024-01-20,162717
1,usr-d2975aab,prod-9f3b4137,2023-07-13,266839
1,usr-7a56117b,prod-fc6b4171,2023-07-23,243442
1,usr-b151114e,prod-3eb06c98,2023-06-11,160376
1,usr-802b9fdb,prod-c030197c,2023-09-06,233883
1,usr-5edbd7ab,prod-df8ea89a,2023-06-11,199486
1,usr-e8a91a47,prod-3695e9a0,2023-11-17,19709
1,usr-691a5c3c,prod-8c237c38,2023-01-28,47120
1,usr-226686e4,prod-bf2be8b5,2023-06-12,285673
1,usr-90c3f09e,prod-cd2dcb54,2023-01-16,297809
1,usr-f7c864f7,prod-55437120,2024-01-03,211220
1,usr-c670e3f5,prod-4d2b2d46,2024-01-11,184281
1,usr-0ec4589c,prod-1add9905,2023-05-28,260202
1,usr-7d09fa26,prod-4d6c449f,2023-11-03,260326
1,usr-15317707,prod-4d2b2d46,2023-11-22,56271
1,usr-93254392,prod-1c1c6e51,2023-01-11,256843
1,usr-e596b439,prod-78ad9ef2,2023-10-24,181685
1,usr-9cce52e6,prod-3b95509a,2023-03-16,1135
1,usr-4e02125c,prod-2fe3d8e7,2023-10-07,75150
1,usr-ab623293,prod-cde6590f,2023-07-06,276210
