bid_id_placeholder,bid_guid,auction_guid_fk,user_guid_fk,amount,bid_time,is_winning,is_cancelled
1,bid-80cf92d6,auc-9dade55e,usr-e47c0c12,808.2692847776955,2023-03-05,0,0
1,bid-370fbd15,auc-5f85ebf9,usr-08dbe213,317.97742834429073,2023-08-05,0,0
1,bid-fb73e8ce,auc-15c55bdd,usr-039e038a,894.9858896418891,2023-10-20,0,0
1,bid-22e19cbb,auc-7f252b57,usr-32956dda,984.46072690281,2023-12-03,0,0
1,bid-1154b180,auc-db4256ba,usr-5c996a68,964.2055216438466,2023-06-23,0,0
1,bid-46fc1c59,auc-12e1cf28,usr-de7855dc,954.5509470809106,2023-10-07,0,0
1,bid-0bce7b5c,auc-7685d6b8,usr-4fcc955c,45.24527978751724,2023-08-29,0,0
1,bid-8e1b1ff8,auc-ab3da75b,usr-d3a930b6,967.2530392737117,2023-05-04,0,0
1,bid-a1bf6a01,auc-cede9205,usr-38bf583d,138.4115619475087,2023-08-23,0,0
1,bid-0d8d6ee7,auc-053cbd64,usr-25d26aa6,179.1138233440439,2023-06-19,0,0
1,bid-3d165b90,auc-4db7d6e8,usr-a24b7d55,924.7677252894638,2023-09-20,0,0
1,bid-072c2963,auc-299144f1,usr-38bb498f,731.3123520006848,2023-12-18,0,0
1,bid-43b02c17,auc-ecafce2c,usr-fcd2e6f8,625.7106795213123,2023-07-10,0,0
1,bid-5cf1ba71,auc-299144f1,usr-4e0d240a,433.8605393828654,2023-03-12,0,0
1,bid-68871b8a,auc-4947b9df,usr-715c28c3,756.8260749214188,2023-06-23,0,0
1,bid-f4ec6d41,auc-68938909,usr-38bf583d,820.6187904447299,2023-04-01,0,0
1,bid-91304f4b,auc-46b80daf,usr-0dbca433,37.601800909331374,2023-10-27,0,0
1,bid-8f52fcf3,auc-d699d738,usr-6e413631,568.6752841964874,2023-10-03,0,0
1,bid-85f03803,auc-8e160f99,usr-1babf2b8,484.4661101678338,2023-04-16,0,0
1,bid-1cc8d74c,auc-69eba1b4,usr-a1a37788,335.4798760745589,2023-06-23,0,0
1,bid-43328346,auc-0c867baa,usr-e45b21c7,884.3622594078159,2023-09-25,0,0
1,bid-bea29528,auc-2925feac,usr-ac536fdd,795.2737955641907,2023-10-15,0,0
1,bid-30468469,auc-43bd7a6e,usr-1ba9dbd6,132.47072052331265,2023-09-17,0,0
1,bid-c4783582,auc-0cbcd379,usr-e18a7b96,132.3120718800952,2023-05-28,0,0
1,bid-971b5d09,auc-2632e0d7,usr-567871a3,15.804811081027678,2023-04-15,0,0
1,bid-54213c45,auc-b7959309,usr-bea1b101,628.1192329409541,2023-03-29,0,0
1,bid-e3b878c3,auc-443285b8,usr-e801fcd0,864.3580627430482,2023-05-15,0,0
1,bid-db81bf2d,auc-a6b0f344,usr-4844cb4c,531.4141933020102,2023-08-20,0,0
1,bid-cf88a27a,auc-58c4dafe,usr-d2771e28,216.41991185859567,2023-03-21,0,0
1,bid-55963127,auc-1b21c2ec,usr-9d8446ae,162.01571056752053,2023-07-16,0,0
1,bid-af606614,auc-ee11a755,usr-576c011d,987.6148268871833,2023-04-30,0,0
1,bid-089c7410,auc-ec76f0ca,usr-a1a37788,923.6827166554674,2023-12-11,0,0
1,bid-9681616c,auc-06eb14c9,usr-f434518c,313.2654762397356,2023-08-06,0,0
1,bid-e7a531d3,auc-720e050c,usr-4c8d32fd,356.33972330554695,2023-08-09,0,0
1,bid-a3cc85dd,auc-3635f0ff,usr-d3a930b6,603.504680481477,2023-09-10,0,0
1,bid-cfcf353f,auc-09d640b9,usr-bc7470b9,654.5157442733157,2023-07-25,0,0
1,bid-403fd543,auc-567f5742,usr-75f1a5ed,132.1927280888808,2023-03-22,0,0
1,bid-f86f95a3,auc-dd934e0e,usr-2605b31d,303.58152108557834,2023-10-06,0,0
1,bid-acf01a11,auc-0ecb5479,usr-768487c6,697.5031750775751,2023-06-25,0,0
1,bid-7d73a54e,auc-d67c17e7,usr-41ba2370,488.3467727763021,2023-09-01,0,0
1,bid-05ad563e,auc-d67c17e7,usr-5a33ea8c,674.418713794122,2023-03-06,0,0
1,bid-fdc955a9,auc-88e22887,usr-88a50a6e,818.8560786956235,2023-04-30,0,0
1,bid-9f0caafb,auc-5801818b,usr-b481aa61,301.59860476535937,2023-10-14,0,0
1,bid-1591b55b,auc-51b9b898,usr-d2b82aa2,63.61437405176771,2023-03-11,0,0
1,bid-382fc387,auc-6ff2d5f6,usr-4c23df88,302.69152058606204,2023-05-22,0,0
1,bid-dfc09ba9,auc-ecdf8d88,usr-fa66ede6,325.3119685633926,2023-10-01,0,0
1,bid-371d563f,auc-f70b01cb,usr-b99da0d2,542.6611131229979,2023-10-14,1,0
1,bid-4aa3e73d,auc-9b2af634,usr-17a13355,951.3149572247942,2023-03-29,0,0
1,bid-e9547b61,auc-e0fde4ad,usr-5bc3f759,361.8772713489837,2023-04-23,0,0
1,bid-19640e9b,auc-403feb21,usr-4c86d48c,219.84791714170964,2023-10-13,0,0
1,bid-bca22c1e,auc-0cf32a7c,usr-df56e82a,144.2280084250271,2023-12-14,0,0
1,bid-f29d1117,auc-7685d6b8,usr-22aaa082,441.6763981026986,2023-09-03,0,0
1,bid-6cc4bf41,auc-ae4ce3f1,usr-c0107131,712.4270027525056,2023-06-18,0,0
1,bid-5d7da939,auc-183e5d09,usr-61e5cada,692.7332141696949,2023-08-18,0,0
1,bid-fa10dda2,auc-0ecb5479,usr-755b9a01,625.3558532022425,2023-12-24,0,0
1,bid-e19e1c7d,auc-74b42b6e,usr-b2e46dab,893.5326443419348,2023-09-28,0,0
1,bid-73a7be35,auc-7e0f6b55,usr-f04c75d7,689.875794395903,2023-11-04,0,0
1,bid-a6ebd202,auc-d13d6a51,usr-1a929e70,440.50290173014514,2023-05-31,0,0
1,bid-249d9440,auc-04d32f12,usr-71cfa548,73.8031762301265,2023-07-05,0,0
1,bid-dc4f7b41,auc-551a116f,usr-03e84880,133.25932587333935,2023-11-15,0,0
1,bid-0b732c15,auc-a5c3081b,usr-02738a4f,631.8749475380417,2023-03-05,0,0
1,bid-75536077,auc-c118f326,usr-0597d68f,828.4484369040106,2023-11-22,0,0
1,bid-9757101c,auc-2925feac,usr-30f3e70f,598.3252655668174,2023-11-10,0,0
1,bid-c6ca010f,auc-7a535def,usr-82c3f4b8,981.938689915628,2023-05-03,0,0
1,bid-f16af37d,auc-b25d4e72,usr-59038418,360.8775640357995,2023-05-30,0,0
1,bid-2e1b59e0,auc-a17a5f30,usr-a86828e6,904.2436926344582,2023-08-27,0,0
1,bid-12956978,auc-6aef49ee,usr-7964db0d,518.9663202887002,2023-05-12,0,0
1,bid-f9534ae0,auc-9ea81fee,usr-09010cf1,461.8678798790386,2023-10-26,0,0
1,bid-7c8645b1,auc-d73d5478,usr-329e341c,60.48952169533318,2023-09-08,0,0
1,bid-d80e2619,auc-2b81c6b1,usr-044499b1,630.8608964075291,2023-05-17,0,0
1,bid-87f64cdf,auc-b86f19fa,usr-e801fcd0,839.4847925843168,2023-06-07,0,0
1,bid-e6fa815d,auc-bef3f541,usr-ddaf1c0b,7.525096458105485,2023-10-04,0,0
1,bid-f44abf99,auc-c41de0dc,usr-88a50a6e,621.5756802524664,2023-08-11,0,0
1,bid-d1177551,auc-39d12ba2,usr-88a50a6e,136.71754204063126,2023-10-17,0,0
1,bid-53c27396,auc-099d2168,usr-b0338418,550.4334781633914,2023-10-30,0,0
1,bid-457f6ac1,auc-2d8b0a5e,usr-f24a47be,381.92255604470876,2023-11-01,0,0
1,bid-2e55f0d6,auc-d7c7edca,usr-9017d93e,870.5001123112175,2023-08-05,0,0
1,bid-713660d2,auc-0aad732c,usr-3de4f1ea,552.8143067938518,2023-03-24,0,0
1,bid-9ea21658,auc-c7bd92c9,usr-fe88e05a,4.749282056406328,2023-09-22,0,0
1,bid-a7fb3fde,auc-87295bc4,usr-cb6af303,867.8133186152554,2023-06-02,0,0
1,bid-7872b8ea,auc-09333481,usr-38bb498f,778.8167489562288,2023-12-26,0,0
1,bid-1865e9aa,auc-8e5da76f,usr-55f77199,465.8763530444499,2023-05-27,0,0
1,bid-430af4c4,auc-87abb795,usr-4ee7510a,498.1975915820776,2023-03-03,0,0
1,bid-a75a0287,auc-f3e072b2,usr-cda4df6b,532.8521987523642,2023-10-04,0,0
1,bid-a794140b,auc-e0e50a97,usr-2e90f097,5.971173955083959,2023-07-23,0,0
1,bid-41e378a1,auc-5476e9c8,usr-0924ca48,296.55341409362484,2023-05-01,0,0
1,bid-3032acde,auc-97b6e298,usr-4c8d32fd,357.3637446351389,2023-05-28,0,0
1,bid-b9a64603,auc-bef3f541,usr-10c868d4,909.0616496360827,2023-06-22,0,0
1,bid-e67de357,auc-2d053330,usr-6e5aaf7b,505.7417203570022,2023-11-21,0,0
1,bid-5e3b6b6d,auc-d4455080,usr-bea1b101,592.7354385761545,2023-10-10,0,0
1,bid-0966ad22,auc-a3129906,usr-18e5deed,244.8504328694435,2023-11-30,1,0
1,bid-96dcb274,auc-5646df61,usr-bccff7e3,557.4599871422929,2023-03-27,0,0
1,bid-688cef03,auc-cb3fcabd,usr-587813d2,370.6153791803932,2023-05-20,0,0
1,bid-86afde70,auc-ba7eb3c2,usr-76b3deed,744.7379110350818,2023-05-02,0,0
1,bid-28abe17d,auc-cbabee68,usr-2909ac09,179.1772484694832,2023-04-11,0,0
1,bid-30da94e8,auc-43bd7a6e,usr-567871a3,127.65238610244656,2023-04-19,0,0
1,bid-ead4b5cf,auc-30c1f612,usr-9a015d8e,930.9682131761513,2023-06-22,0,0
1,bid-35afefac,auc-e3b4906e,usr-d3ed7d08,778.272953144538,2023-07-13,0,0
1,bid-3eda6a7e,auc-1d9f6df5,usr-d8013104,447.16930441380197,2023-05-26,0,0
1,bid-a5e9025e,auc-4682e7c7,usr-606088bf,680.3044557269602,2023-05-02,0,0
1,bid-0ecaaee5,auc-5f4c16e4,usr-328051d5,411.8716734541735,2023-11-06,0,0
1,bid-ddd1bb31,auc-e1f6415e,usr-5f872e95,810.7576292471758,2023-11-17,0,1
1,bid-d332478c,auc-0fe71356,usr-bc7470b9,185.33965188924415,2023-05-31,0,0
1,bid-7b71ddf2,auc-80c326e9,usr-b99da0d2,830.2372305475909,2023-03-19,0,0
1,bid-ea93ae0c,auc-09333481,usr-10c868d4,835.8428318883005,2023-07-13,0,0
1,bid-9343ee43,auc-cbabee68,usr-e38fa428,418.33726958815606,2023-05-31,0,0
1,bid-ce309b9f,auc-26d3977e,usr-24bbb2d6,552.6130270275938,2023-03-14,0,0
1,bid-8e853a5d,auc-7680e1d4,usr-1930f74a,410.34491207471376,2023-09-16,0,0
1,bid-775a5df2,auc-795fcdaf,usr-a3b72ece,980.252986176001,2023-04-04,0,0
1,bid-f041b7c7,auc-e583335c,usr-fa66ede6,788.9390680305435,2023-08-02,0,0
1,bid-e0d96ba4,auc-04ee1ca8,usr-46ca183c,921.2733749250092,2023-06-20,0,0
1,bid-5733c1fb,auc-ee11a755,usr-e2b7c331,751.1510002583329,2023-05-08,0,0
1,bid-6028b46b,auc-b962b986,usr-8a8b69e7,948.6932401283971,2024-01-04,0,0
1,bid-b8ccad79,auc-707f049f,usr-f01d6a7e,938.02708367154,2023-07-16,0,0
1,bid-a76d8d43,auc-8f659490,usr-09786814,689.1948170960883,2023-07-13,0,0
1,bid-588e3d81,auc-b8c030e5,usr-d2260722,118.2536837219399,2023-06-03,0,0
1,bid-2037db6c,auc-ab1ead03,usr-e47c0c12,904.498681512579,2024-01-02,0,0
1,bid-60ebab09,auc-2dd06fbc,usr-36a4f828,928.8563949752396,2023-09-06,0,0
1,bid-1c9b9486,auc-c927d358,usr-61e5cada,991.6663410966812,2024-01-08,0,0
1,bid-4aaf3348,auc-e0aafb9f,usr-88503b23,230.07327972933004,2023-05-26,0,0
1,bid-3c74302f,auc-a3129906,usr-ada8b8bd,658.3285487261342,2023-12-14,0,0
1,bid-c2c6e066,auc-86a139c0,usr-e18a7b96,995.6744796322922,2023-10-22,0,0
1,bid-91529926,auc-fc501d9f,usr-328051d5,630.9397652288886,2023-11-10,0,0
1,bid-a210506d,auc-aed1380d,usr-f24a47be,80.16150400450898,2023-08-14,0,1
1,bid-6c960802,auc-bd553d6b,usr-cda4df6b,810.354066019251,2023-12-17,0,0
1,bid-be1b7850,auc-cd6b5358,usr-c5ec8054,847.1222387067916,2023-03-09,0,0
1,bid-1e5838a5,auc-707f049f,usr-46ca183c,475.53109261103623,2023-12-10,0,0
1,bid-5ff5945e,auc-e1d152fe,usr-d8c8071f,872.8522006155969,2023-11-01,0,0
1,bid-70fe6351,auc-34dac54e,usr-5fc7c74c,463.3914554056614,2023-12-25,1,0
1,bid-de17c94e,auc-69bbd45f,usr-576c011d,890.4865507272162,2023-07-25,0,0
1,bid-6d524455,auc-779e8c11,usr-180b1a51,629.8726726104827,2023-05-26,0,0
1,bid-644437b1,auc-2553a15c,usr-d8c8071f,455.9563055650429,2023-10-06,0,0
1,bid-5a75474e,auc-a6b0f344,usr-bc7470b9,281.7495002386987,2023-06-07,0,0
1,bid-19dce2ed,auc-2437dd5e,usr-b0338418,299.9873810656232,2024-01-03,0,0
1,bid-b31bab5a,auc-0cf32a7c,usr-0dbca433,736.2572339056841,2023-12-10,0,0
1,bid-49f7cfd6,auc-9fcefa0f,usr-6220d0a2,112.36283513253436,2023-04-13,0,0
1,bid-9b7c120d,auc-7685d6b8,usr-cf4094e8,748.1384200769701,2023-09-15,0,0
1,bid-8ce49356,auc-c1bc7d3c,usr-0a10aa5f,135.66357357046877,2023-08-23,1,0
1,bid-02c288bc,auc-46b219d6,usr-ea9dc933,876.4548884055737,2023-12-06,0,0
1,bid-e22974ba,auc-16b214e0,usr-f548a45f,29.016624038482057,2023-07-15,0,0
1,bid-d39cc098,auc-905ccbdf,usr-6e413631,749.1992553594391,2023-08-21,0,0
1,bid-f0c9369e,auc-e979c5e1,usr-8d8c58bc,159.2913948749648,2023-07-09,0,0
1,bid-26eac6e3,auc-413c9d0c,usr-329e341c,237.3798412272565,2023-05-31,0,0
1,bid-27205880,auc-1b79027b,usr-0924ca48,511.84914632071155,2023-03-10,0,0
1,bid-f52f9874,auc-1a0d1c84,usr-5bc3f759,278.0393591053385,2023-03-14,0,0
1,bid-325e0515,auc-a0fed041,usr-9c6355be,562.023286701214,2023-06-04,0,0
1,bid-2166f2b1,auc-b693fbcc,usr-8e135113,7.408569559436947,2023-09-05,0,0
1,bid-2f775e20,auc-5f4c16e4,usr-c879d041,6.716468585184185,2023-03-27,0,0
1,bid-181655c9,auc-53c988c5,usr-b0338418,351.2042197655541,2023-05-02,0,0
1,bid-e0258e11,auc-c71fa2ee,usr-a1a37788,704.767172819298,2023-09-18,0,0
1,bid-8d77b598,auc-4112a06c,usr-4ee7510a,424.7171899540621,2023-05-22,0,0
1,bid-f89456c8,auc-d9d4788e,usr-9a015d8e,872.9792625736897,2024-01-11,0,0
1,bid-2f0ef072,auc-5c0a89e9,usr-3558bbdd,996.7153903311607,2023-09-05,0,0
1,bid-92cde1bc,auc-09333481,usr-ed3d1cb7,822.0120145938438,2023-05-17,0,0
1,bid-a2183e8c,auc-26452113,usr-7f4c4c75,27.677569589819885,2023-05-14,0,0
1,bid-cb84a6f6,auc-930f8045,usr-517d8cb7,293.8692411727718,2023-11-19,0,0
1,bid-4cbafb5c,auc-0cfd5bfb,usr-10c868d4,251.18878375620346,2023-05-29,0,0
1,bid-3c81833b,auc-882a8819,usr-cda4df6b,241.3250910414015,2023-06-02,0,0
1,bid-c78a2321,auc-c56128b9,usr-02738a4f,917.5881618394852,2023-07-11,0,0
1,bid-c8fb2587,auc-54320fb6,usr-5e401bb5,49.95839348464249,2023-04-16,0,0
1,bid-312f8f2f,auc-a93776f5,usr-5aade24b,843.809373744472,2024-01-14,0,0
1,bid-20334be2,auc-5b817ff0,usr-a6d2a550,55.015659550766564,2023-03-11,0,0
1,bid-5ab2306a,auc-6dadf9b7,usr-f67c2be6,172.87396437814144,2023-07-06,0,0
1,bid-5d20b7ff,auc-e979c5e1,usr-49d21b5a,607.5778826073401,2023-07-07,0,0
1,bid-223b65fa,auc-d097299b,usr-e4a3b9a0,930.2713421673271,2023-08-25,0,0
1,bid-c8daf47e,auc-e3c9b322,usr-9451dee1,814.2207316926807,2023-07-29,0,0
1,bid-18fba552,auc-ccdb5a7d,usr-950a4b93,54.50634742554586,2023-08-01,0,0
1,bid-e85b3e55,auc-0c867baa,usr-51283925,492.1952400540157,2023-07-09,0,0
1,bid-44009a2e,auc-d1f1d10b,usr-88b5a365,791.7789802444946,2023-09-24,0,0
1,bid-39897bb3,auc-963c2135,usr-0d46edd3,725.3779883531254,2023-11-20,0,0
1,bid-206212af,auc-a6b0f344,usr-ddaf1c0b,342.41094733480554,2023-06-22,0,0
1,bid-80a80d7e,auc-d4924e9d,usr-f66ba022,30.54911220487526,2023-12-16,0,0
1,bid-898a945e,auc-1428e6a2,usr-0d46edd3,634.5792784897517,2023-07-23,0,0
1,bid-35d6a6ed,auc-8cdb1ba3,usr-97228f9f,34.79726811119188,2023-04-13,0,0
1,bid-917981e1,auc-746b036c,usr-d8642140,405.221472323681,2023-06-09,0,0
1,bid-ddc5e533,auc-b8c030e5,usr-0a3bb694,550.8224491506622,2023-08-22,0,1
1,bid-a4264803,auc-30fb395f,usr-7d1ac601,109.65505883325642,2023-06-14,0,0
1,bid-43f6183c,auc-f587e252,usr-7f4c4c75,415.2621264966026,2023-12-09,0,0
1,bid-cd419a60,auc-35d8727c,usr-10c868d4,479.52224078617627,2023-04-21,0,0
1,bid-6be112db,auc-fc6bbac9,usr-aff16f5a,288.20629860938715,2023-07-11,0,0
1,bid-dfbe387a,auc-b62bf665,usr-5e401bb5,498.54255108570743,2023-03-23,0,0
1,bid-74c95b63,auc-779e8c11,usr-1babf2b8,639.0360543526402,2023-04-11,0,0
1,bid-65bf6899,auc-fed6ce03,usr-c54eea39,201.82312982621326,2023-10-07,0,0
1,bid-6498cdf5,auc-5adb43a8,usr-6e82ff08,232.43915126489733,2023-11-07,0,0
1,bid-ac7178eb,auc-104a43de,usr-2ea2e4ca,713.1266972247372,2023-09-21,0,0
1,bid-ae981311,auc-3ba9e7dd,usr-38bb498f,871.3784484099771,2023-07-29,0,0
1,bid-7a6db7a5,auc-5086c1a9,usr-be6fc7ae,774.7073529131629,2023-06-22,0,0
1,bid-fc9a59c0,auc-c0eb8f61,usr-9ccd6726,792.2256609064618,2023-07-16,0,0
1,bid-dc080e0e,auc-459fa35a,usr-61066281,387.89120014236977,2023-10-11,0,0
1,bid-d7f89dc5,auc-3624c5c5,usr-b481aa61,477.89674523639314,2023-09-27,0,0
1,bid-5a3eb7a0,auc-e97a7477,usr-7964db0d,344.7422420139452,2023-11-26,0,0
1,bid-91be66fa,auc-3e081190,usr-f01d6a7e,326.1716764544191,2023-07-10,0,1
1,bid-636e6c46,auc-35d8727c,usr-b2e46dab,889.4576873915782,2023-12-02,1,0
1,bid-c6737b9e,auc-79ffce84,usr-55f77199,642.9576820157326,2024-01-12,0,0
1,bid-18c7ec27,auc-d097299b,usr-fc3dce2a,306.59861565399973,2023-06-19,0,0
1,bid-8d7c391a,auc-1beda4bd,usr-d3a930b6,472.3923546505483,2023-07-15,0,0
1,bid-c43d2c7d,auc-a3a81799,usr-5fc7c74c,638.304380629234,2023-07-22,0,0
1,bid-f0fb66af,auc-9ab1db47,usr-735f86d2,854.0487566561573,2023-03-03,0,0
1,bid-8e26e122,auc-79ffce84,usr-802cad2b,629.629971582244,2023-03-19,0,0
1,bid-a41c3cb1,auc-9598dbc9,usr-3d951e61,955.5982198743757,2023-03-11,0,0
1,bid-bab53b91,auc-db4256ba,usr-180b1a51,761.5716309957154,2023-05-19,0,0
1,bid-2bcfd449,auc-9ad361ad,usr-0d9dd263,637.9545372515157,2023-05-11,0,0
1,bid-8ac87970,auc-51e5225b,usr-6aee717e,555.9264953074295,2023-09-20,0,0
1,bid-1333ea26,auc-74b42b6e,usr-954b130f,178.15431950292216,2023-10-14,0,0
1,bid-604030a0,auc-299144f1,usr-76e382f8,551.5053612446611,2023-11-14,0,0
1,bid-3ef1c313,auc-2553a15c,usr-d8642140,367.58987793255346,2023-11-11,0,0
1,bid-aaca3719,auc-2553a15c,usr-d2260722,835.6141952817286,2023-10-20,0,0
1,bid-3bcf528a,auc-815bcb3f,usr-6e82ff08,139.9987197882089,2023-09-28,1,1
1,bid-a9f6bf3d,auc-4ff9c7ee,usr-6756b9ae,123.4281497891131,2023-04-04,0,0
1,bid-d90ad542,auc-e85b427b,usr-c968c375,544.1261520031828,2023-07-31,0,0
1,bid-fcfa9341,auc-564718fb,usr-d8642140,898.231755983564,2024-01-05,0,0
1,bid-ab119e11,auc-e24d7e19,usr-2e012f50,28.98462640209502,2023-12-24,0,0
1,bid-ae704abb,auc-3105a639,usr-cac32514,224.84211943758004,2023-03-12,0,0
1,bid-4c2eca1f,auc-7b9c46c1,usr-4c86d48c,818.1578585324232,2024-01-06,0,0
1,bid-cabeaefb,auc-1beda4bd,usr-7d1ac601,329.9662655434799,2023-04-18,0,0
1,bid-70b45021,auc-88e22887,usr-feb865b3,699.4377521164572,2023-10-24,0,0
1,bid-b6c8670f,auc-07bab005,usr-5d57d842,145.0495879552546,2023-08-28,0,0
1,bid-23ab95df,auc-51110b58,usr-a86828e6,29.365106201163158,2023-07-12,0,0
1,bid-39e46511,auc-54320fb6,usr-76e382f8,154.59403883731514,2023-03-11,0,0
1,bid-8b325572,auc-5a01abae,usr-c0107131,76.97178416993184,2023-03-07,0,0
1,bid-e3def071,auc-5aa47a3d,usr-8c37fb97,85.64401618233265,2023-09-15,0,0
1,bid-92685cda,auc-36f8b94a,usr-8d8c58bc,658.4497934087107,2023-10-23,0,0
1,bid-bded42be,auc-9c5336c8,usr-74345855,744.4936536878761,2023-11-20,0,0
1,bid-5a6bce72,auc-c71fa2ee,usr-a660a97c,914.7753990707732,2024-01-14,0,0
1,bid-24789c31,auc-4bc18f35,usr-dad43a58,2.2142477161102656,2023-05-22,0,0
1,bid-4b280888,auc-a17a5f30,usr-a1046e7c,550.599232827925,2023-05-20,1,0
1,bid-f6b6077b,auc-c0eb8f61,usr-e47c0c12,930.9824006495835,2023-03-16,0,0
1,bid-5afaae64,auc-e8861fc3,usr-fc3dce2a,223.02764610422383,2023-04-19,0,0
1,bid-5c3db2b2,auc-edd5779c,usr-328051d5,274.4644255659817,2023-11-09,0,0
1,bid-e694b62f,auc-821a31ee,usr-5f872e95,419.505575478058,2023-10-29,0,0
1,bid-6ce84031,auc-c56128b9,usr-7f4c4c75,696.2503494832221,2023-04-15,0,0
1,bid-41c4693d,auc-e0aafb9f,usr-dad43a58,412.4240901646653,2023-09-15,0,0
1,bid-a125a279,auc-ab1ead03,usr-863f94f9,634.4752157694428,2023-08-12,0,0
1,bid-4b645cf1,auc-d40be145,usr-cf4094e8,153.5059944388388,2023-05-10,0,0
1,bid-ca767313,auc-0aad732c,usr-329e341c,622.7170639905182,2023-09-03,0,0
1,bid-b2b8dfb4,auc-ab1ead03,usr-3558bbdd,531.4391137760482,2023-07-27,0,0
1,bid-99ddfb05,auc-7bd61139,usr-071a7f70,182.69008192692178,2023-05-19,0,0
1,bid-acfec6c0,auc-61b56b1c,usr-fb3e9623,23.66127529910949,2023-09-26,0,0
1,bid-a085eaa6,auc-39d12ba2,usr-e801fcd0,463.7204523986568,2023-06-20,1,0
1,bid-eeadf1fa,auc-69e50b36,usr-dac5c395,797.4725232639635,2023-11-17,0,0
1,bid-b2c88ebf,auc-6491d7af,usr-7f4c4c75,483.22625525711703,2023-04-02,0,0
1,bid-1e6bdb7f,auc-d0ab1bd4,usr-802cad2b,864.9957664012094,2023-10-15,0,0
1,bid-ef9a5ec6,auc-a5c3081b,usr-14b7ede9,859.6038799133778,2023-06-26,0,0
1,bid-f720668a,auc-a7a65db7,usr-606088bf,797.4784817166562,2023-10-03,0,0
1,bid-06be82b1,auc-bdc4fba9,usr-5c996a68,194.53411196972925,2023-09-02,0,0
1,bid-44228a05,auc-58c4dafe,usr-32ecc7cc,922.7797880502309,2023-05-19,0,0
1,bid-6a944c06,auc-c0df061e,usr-d00aae76,451.4704309330261,2023-07-20,0,0
1,bid-ad476049,auc-4947b9df,usr-befc4464,626.1845007365849,2023-10-23,0,0
1,bid-b98aaa5a,auc-246e319b,usr-5b0e70e3,689.5638593962547,2023-05-04,0,0
1,bid-6691b418,auc-8aabf7d9,usr-4c23df88,902.3937645393854,2023-07-17,0,0
1,bid-e176eff1,auc-695e228e,usr-ea9dc933,43.32763018439479,2023-08-18,0,0
1,bid-acd39a66,auc-418902fc,usr-67f49b0d,886.9700009364906,2023-05-12,0,0
1,bid-619b8e8d,auc-43eb46a2,usr-d7f9a8df,778.6456400224725,2023-09-17,0,0
1,bid-cf5799f4,auc-08a38da7,usr-3190cad9,762.99485848821,2023-07-27,0,0
1,bid-c2941743,auc-d699d738,usr-4e0d240a,582.5903152880279,2023-12-01,0,0
1,bid-9de469c6,auc-0fe71356,usr-41ba2370,666.5650515571801,2023-05-17,0,0
1,bid-fb776e35,auc-e3c9b322,usr-5aade24b,205.51377406113454,2023-10-05,0,0
1,bid-25a2ed26,auc-9ea81fee,usr-ed3d1cb7,656.0911089919616,2023-10-01,0,0
1,bid-f4a73ff7,auc-c0bdc812,usr-03e9a3ba,684.2773832022307,2023-12-03,0,0
1,bid-64544d10,auc-6aef49ee,usr-612d455a,204.14673682237085,2023-07-11,0,0
1,bid-f19e72c2,auc-396e8f6e,usr-044499b1,668.2982475903225,2023-09-20,1,0
1,bid-c9dc20c7,auc-43bd7a6e,usr-befc4464,680.3091341153446,2023-10-14,0,0
1,bid-8ff1761b,auc-104a43de,usr-0a10aa5f,57.32172914357543,2023-08-31,0,0
1,bid-fbf08060,auc-e1d152fe,usr-1babf2b8,968.0622624304043,2023-12-05,0,0
1,bid-be73a51c,auc-80c326e9,usr-ada8b8bd,841.8067534126995,2023-03-17,0,0
1,bid-6e88ae54,auc-963c2135,usr-5b0a7894,697.7422445198403,2023-07-29,0,0
1,bid-25efb92e,auc-656bd187,usr-64c6a892,314.89419738846186,2023-08-12,1,0
1,bid-8f649765,auc-2ac2d477,usr-71cfa548,375.4015291943563,2023-04-08,0,0
1,bid-d0128ef0,auc-d151882e,usr-3190cad9,243.9840373140997,2023-07-09,0,0
1,bid-bfc7b162,auc-d699d738,usr-ff41e9fc,273.91547098094077,2023-07-12,0,0
1,bid-009058e0,auc-0cfd5bfb,usr-d3e0d34b,913.5491026143056,2023-10-14,0,0
1,bid-40aaac23,auc-eadfe077,usr-f01d6a7e,745.860451674565,2023-08-20,0,0
1,bid-5d5d792a,auc-ef3894aa,usr-8fc70a13,266.3885400206609,2023-09-06,0,0
1,bid-a1bd5279,auc-c1bc7d3c,usr-954b130f,448.97982423991186,2023-03-03,0,0
1,bid-0e2c5cb7,auc-5c0a89e9,usr-feb865b3,215.09566193966128,2023-09-18,0,0
1,bid-a4d05792,auc-6ff2d5f6,usr-32ecc7cc,971.3239248478833,2023-10-22,0,0
1,bid-e07f5459,auc-5aa47a3d,usr-cf4094e8,559.3823940916965,2023-11-08,0,0
1,bid-571b4c16,auc-97504ef6,usr-df040af4,216.163397330693,2023-04-17,0,0
1,bid-f944c2bf,auc-629b7e1f,usr-8c37fb97,496.4502976398322,2023-12-11,0,0
1,bid-4a6c1bd3,auc-152a8bc1,usr-c7722b72,47.40986506701077,2023-11-16,0,0
1,bid-616b1d27,auc-81f40115,usr-f548a45f,864.1461632976158,2023-12-02,0,0
1,bid-f0f5bb89,auc-ccf9d001,usr-69eba04a,68.13715022750065,2023-06-04,0,0
